"","condominiumIndicator","communityRatingSystemDiscount","dateOfLoss","elevatedBuildingIndicator","latitude","longitude","locationOfContents","lowestFloorElevation","numberOfFloorsInTheInsuredBuilding","occupancyType","primaryResidence","totalAmount","totalCoverage"
"48272","0","1",1997-01-03,"0",38.5,-122.9,"2",0,"2","2","0",385.85,39300
"48273","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","2","0",5900,48300
"48275","0","1",1995-01-10,"0",38.5,-123,"3",0,"3","2","0",10681.92,97700
"48276","0","1",1993-01-20,"0",38.5,-123,"2",0,"2","3","0",1400,8700
"48277","0","1",1978-01-16,"0",38.5,-123,"1",0,"3","3","0",25635,30000
"48278","0","1",1978-01-17,"0",38.5,-123,"2",0,"2","3","0",892.5,9400
"48280","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","3","0",118,10300
"48282","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",3330,10300
"48283","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",2100,5800
"48284","0","1",1983-01-27,"0",37.8,-122.5,"1",0,"3","2","0",1354.5,23900
"48285","0","1",1995-01-10,"0",38.5,-122.9,"3",0,"3","2","0",15909.87,112900
"48286","0","1",1996-12-31,"0",38.5,-122.9,"3",0,"3","2","0",7077.39,129900
"48287","0","1",1978-01-17,"0",38.5,-123,"1",0,"3","3","0",8096,15000
"48290","0","1",1978-01-17,"0",38.4,-122.7,"1",0,"2","2","0",143.88,15000
"48294","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",21000,81500
"48296","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","3","0",7673.13,41400
"48298","0","1",1986-02-13,"0",38.5,-123,"2",0,"2","2","0",2400,18500
"48299","0","1",1986-02-18,"0",38.5,-122.9,"2",0,"2","2","0",11488.73,63500
"48300","0","1",1980-01-13,"0",38.5,-123,"3",0,"1","2","0",134.5,10200
"48301","0","1",1981-12-20,"0",38.5,-123,"3",0,"1","2","0",592,11000
"48302","0","1",1983-01-27,"0",38.5,-123,"3",0,"1","2","0",647.13,12000
"48304","0","1",1986-02-18,"0",38.5,-123,"3",0,"1","2","0",2700,13000
"48305","0","1",1980-01-13,"0",38.5,-123,"2",0,"2","2","0",1215.75,10200
"48306","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","2","0",1730.7,11000
"48307","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","2","0",365.34,12000
"48308","0","1",1983-12-26,"0",38.5,-123,"2",0,"2","2","0",379,12000
"48310","0","1",1981-12-19,"0",38.5,-122.9,"1",0,"3","2","0",1152.52,45000
"48311","0","1",1982-01-04,"0",38.5,-122.9,"1",0,"3","2","0",521.8,45000
"48312","0","1",1982-02-15,"0",38.5,-122.9,"1",0,"3","2","0",360.5,45000
"48313","0","1",1983-01-27,"0",38.5,-122.9,"1",0,"3","2","0",891.54,49000
"48314","0","1",1986-02-18,"0",38.5,-122.9,"1",0,"3","2","0",8800,46900
"48315","0","1",1978-01-16,"0",38.5,-123,"3",0,"1","1","0",660,9700
"48319","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",2300,60600
"48321","0","1",1986-02-18,"0",39.2,-122,"2",0,"2","2","0",110.5,45000
"48325","0","1",1986-02-15,"0",38.5,-123,"2",0,"2","3","0",10000,10000
"48326","0","1",1986-02-15,"0",38.5,-123,"2",0,"2","3","0",5000,5000
"48327","0","1",1986-02-17,"0",38.5,-123,"1",0,"3","3","0",33000,43000
"48329","0","1",1986-02-17,"0",38.4,-122.8,"2",0,"2","2","0",11000,53400
"48332","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","3","0",13200,119100
"48333","0","1",1986-02-18,"0",38.5,-122.9,"2",0,"2","2","0",10500,49000
"48336","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",10000,30000
"48337","0","1",1995-01-09,"0",38.5,-122.9,"2",0,"2","2","0",24400,134300
"48338","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",2500,7500
"48340","0","1",1986-02-14,"0",38.5,-123,"3",0,"3","2","0",60000,245000
"48343","0","1",1986-02-17,"0",38.5,-123,"1",0,"3","2","0",8800,47700
"48344","0","1",1986-02-14,"0",38.5,-123,"3",0,"3","2","0",5300,21400
"48346","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",2300,10000
"48347","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",2700,8400
"48353","0","1",1995-01-12,"0",38.5,-122.9,"3",0,"3","2","1",6800,127400
"48354","0","1",1986-02-14,"0",38.5,-123,"1",0,"3","1","0",5222,38200
"48359","0","1",1986-02-15,"0",38.5,-122.9,"3",0,"3","1","0",4700,24800
"48361","0","1",1985-02-08,"0",38.5,-123,"2",0,"3","1","0",2745,6000
"48362","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",7653,33000
"48366","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","2","0",10500,21500
"48367","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","3","0",10000,30000
"48368","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",10000,40000
"48369","0","1",1986-02-18,"0",38.5,-123,"3",0,"1","2","0",6300,6300
"48375","0","1",1986-02-17,"0",38.5,-123,"1",0,"3","2","0",3200,32300
"48377","0","1",1995-01-06,"0",38.5,-123,"3",0,"3","2","1",6233.4,98900
"48380","0","1",1986-02-17,"0",38.5,-123,"1",0,"3","2","0",5000,15000
"48390","0","1",1986-02-17,"0",38.5,-123.1,"2",0,"2","2","0",7919.5,60000
"48395","0","1",1986-02-17,"0",38.5,-123,"3",0,"1","2","0",4473,143900
"48399","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","1","0",10000,10000
"48403","0","1",1995-01-09,"0",38.5,-123,"1",0,"1","2","0",6875,74700
"48404","0","1",1997-01-02,"0",38.5,-123,"1",0,"1","2","0",1600.92,81600
"48405","0","1",1995-01-08,"0",38.4,-122.5,"2",0,"2","3","0",2800,17800
"48406","0","1",1986-02-14,"0",38.4,-122.5,"2",0,"2","3","0",1400,7500
"48407","0","1",1995-01-08,"0",38.3,-122.5,"2",0,"2","2","0",16756.25,167200
"48408","0","1",1986-02-14,"0",38.4,-122.5,"2",0,"2","2","0",15651.4,48200
"48409","0","1",1986-02-17,"0",38.5,-123,"3",0,"3","2","0",10000,67000
"48410","0","1",1986-02-19,"0",38.5,-123,"2",0,"2","2","0",10500,49000
"48412","0","1",1986-02-24,"0",38.5,-123,"2",0,"2","2","0",594,45000
"48415","0","1",1995-01-09,"1",38.5,-123,"1",0,"3","2","0",2663.25,82300
"48419","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","2","0",5445.1,33500
"48424","0","1",1986-02-15,"0",38.5,-123,"3",0,"1","1","0",3000,39300
"48425","0","1",1995-01-08,"0",38.5,-123,"3",0,"3","2","0",6715.67,122100
"48428","0","1",1995-01-09,"1",38.5,-122.9,"3",73.3,"3","2","1",12761.2,174500
"48429","0","1",1995-03-10,"1",38.5,-122.9,"3",73.3,"3","2","1",697.2,174500
"48430","0","1",1997-01-01,"1",38.5,-122.9,"3",73.3,"3","2","1",149.75,174500
"48431","0","1",1995-01-09,"1",38.5,-122.9,"2",0,"2","2","1",10500,32500
"48432","0","1",1995-01-09,"0",38.5,-123,"1",0,"3","2","0",10500,65500
"48435","0","1",1995-01-09,"1",38.5,-122.9,"3",72.5,"3","2","1",6800,42200
"48437","0","1",2006-01-01,"1",38.5,-122.9,"3",72.5,"3","2","1",268.97,86500
"48438","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","2","0",10000,60000
"48439","0","1",1997-01-01,"0",38.5,-123,"2",0,"2","2","0",930.15,65500
"48440","0","1",1995-01-08,"0",38.5,-123,"3",46.8,"1","2","0",5052,130000
"48441","0","1",1995-01-09,"0",38.5,-123,"1",0,"3","2","0",12800,109500
"48442","0","1",1997-01-05,"0",38.5,-123,"1",0,"3","2","0",2435.64,109500
"48443","0","1",1996-12-31,"1",38.5,-122.9,"3",0,"3","2","0",4057.43,86900
"48444","0","1",1986-02-17,"0",38.5,-123,"1",0,"3","2","0",3500,38500
"48445","0","1",1995-01-09,"0",38.4,-122.8,"2",0,"2","2","0",560.9,119700
"48448","0","1",1995-01-09,"0",38.5,-123,"3",0,"3","2","0",3227.62,59700
"48450","0","1",1995-01-09,"0",38.3,-122.4,"2",0,"2","3","0",2300,37300
"48452","0","1",1995-01-04,"0",38.5,-122.9,"3",0,"3","2","0",62.72,133700
"48453","0","1",1995-03-09,"0",38.5,-122.9,"3",0,"3","2","0",498.37,146400
"48455","0","1",1995-01-08,"0",38.5,-123,"2",0,"2","2","0",10200,90800
"48456","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","2","0",778,89300
"48457","0","1",1993-01-20,"0",38.5,-123,"3",0,"2","3","0",1350,11200
"48458","0","1",1993-01-20,"0",38.5,-123,"3",0,"2","3","0",1350,11200
"48459","0","1",1993-01-21,"0",38.2,-122.4,"2",0,"2","3","0",7539.3,387800
"48460","0","1",1995-01-08,"0",38.2,-122.4,"2",0,"2","3","0",35781.66,387800
"48462","0","1",1997-01-01,"0",38.2,-122.4,"2",0,"2","3","0",819.07,387800
"48463","0","1",1998-02-03,"0",38.2,-122.4,"2",0,"2","3","0",32941.45,387800
"48464","0","1",1999-02-07,"0",38.2,-122.4,"2",0,"2","3","0",8767.28,498200
"48465","0","1",1995-01-09,"0",38.5,-123,"3",0,"3","2","1",10000,45000
"48475","0","1",1986-02-16,"0",38.5,-123,"1",0,"3","2","0",2300,40900
"48478","0","1",1983-01-27,"0",38.5,-123,"1",0,"3","1","0",1737.8,23300
"48479","0","1",1986-02-15,"0",38.5,-123,"1",0,"3","1","0",5221.07,25400
"48480","0","1",1978-01-16,"0",38.5,-123,"1",0,"3","3","0",9990,15500
"48481","0","1",1978-01-16,"0",38.5,-123,"1",0,"3","2","0",761,32300
"48483","0","1",1978-01-16,"0",38.5,-123,"3",0,"1","3","0",2432.6,10600
"48484","0","1",1980-01-14,"0",38.5,-123,"3",0,"1","3","0",1493.43,12200
"48485","0","1",1981-12-20,"0",38.5,-123,"3",0,"1","3","0",3200,14300
"48486","0","1",1983-01-27,"0",38.5,-123,"3",0,"1","3","0",2000,14300
"48487","0","1",1983-03-01,"0",38.5,-123,"3",0,"1","3","0",65.5,14300
"48488","0","1",1986-02-17,"0",38.5,-123,"3",0,"1","3","0",3200,14300
"48489","0","1",1978-01-16,"0",38.5,-123,"3",0,"1","3","0",1426,5100
"48490","0","1",1980-01-14,"0",38.5,-123,"3",0,"1","3","0",2000,5700
"48491","0","1",1981-12-20,"0",38.5,-123,"1",0,"1","2","0",45.55,13000
"48493","0","1",1978-01-16,"0",38.5,-123,"2",0,"2","2","0",687.5,12200
"48498","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","2","0",400,15800
"48504","0","1",1983-01-27,"0",38.5,-122.9,"2",0,"2","2","0",3336.85,44100
"48505","0","1",1986-02-16,"0",38.5,-122.9,"2",0,"2","2","0",11000,62300
"48508","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","2","0",4680.05,98600
"48510","0","1",1986-02-18,"0",38.5,-123,"1",0,"3","2","0",3375.09,20400
"48511","0","1",1978-01-16,"0",38.5,-123,"1",0,"1","2","0",668,17100
"48513","0","1",1981-12-20,"0",38.5,-123,"1",0,"1","2","0",1808.9,23000
"48514","0","1",1983-01-27,"0",38.5,-123,"1",0,"1","2","0",1255,25100
"48515","0","1",1986-02-15,"0",38.5,-123,"1",0,"1","2","0",5900,27400
"48516","0","1",1978-01-26,"0",38.5,-123,"1",0,"3","2","0",169.5,17100
"48518","0","1",1986-02-15,"0",38.5,-123,"2",0,"2","2","0",3400,22900
"48521","0","1",1983-01-27,"0",38.5,-123,"3",0,"1","2","0",175.25,23000
"48522","0","1",1993-01-20,"0",38.5,-123,"2",0,"2","3","0",900,8700
"48523","0","1",1993-01-20,"0",38.5,-123,"2",0,"2","3","0",900,8700
"48524","0","1",1993-01-20,"0",38.5,-123,"2",0,"2","3","0",900,8700
"48525","0","1",1983-01-27,"0",38.5,-123,"3",0,"1","3","0",1933.88,10300
"48526","0","1",1986-02-18,"0",38.5,-123,"3",0,"1","3","0",4351,10300
"48528","0","1",1978-01-16,"0",38.6,-121.3,"1",0,"3","2","0",252.78,22100
"48529","0","1",1986-02-15,"0",38.6,-121.3,"1",0,"3","2","0",4616.49,32500
"48530","0","1",1978-01-17,"0",37.8,-122.5,"1",0,"3","2","0",1258.03,16100
"48531","0","1",1980-01-13,"0",37.8,-122.5,"1",0,"3","2","0",200,18600
"48532","0","1",1981-12-20,"0",37.8,-122.5,"1",0,"3","2","0",2759,21900
"48533","0","1",1986-02-18,"0",38.5,-123,"3",0,"1","3","0",6500,30200
"48534","0","1",1995-01-10,"1",38.5,-123,"3",63.9,"3","2","0",11600,78200
"48535","0","1",2019-02-27,"1",38.5,-123,"3",63.9,"3","2","0",9982.3,272900
"48536","0","1",1978-01-15,"0",37.8,-122.4,"1",0,"2","2","0",1990.4,26200
"48538","0","1",1978-01-16,"0",38.5,-123,"2",0,"2","3","0",7000,40300
"48540","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","3","0",7058.03,75000
"48541","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",696.88,7100
"48542","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",1400,7800
"48543","0","1",1978-01-16,"0",38.5,-123,"2",0,"2","3","0",1200,5600
"48544","0","1",1980-01-13,"0",38.5,-123,"2",0,"2","3","0",155.1,6000
"48545","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","3","0",1200,6500
"48546","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",644.19,7100
"48547","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",1400,7800
"48548","0","1",1978-01-16,"0",38.5,-123,"3",0,"1","2","0",1799.5,9500
"48549","0","1",1978-01-16,"0",38.5,-123,"1",0,"1","2","0",510,16100
"48550","0","1",1978-01-15,"0",38.5,-122.9,"1",0,"3","2","0",555.27,38500
"48551","0","1",1995-01-09,"0",38.5,-122.9,"2",0,"2","2","0",4800,25700
"48552","0","1",1995-01-08,"0",38.5,-122.9,"2",0,"2","2","0",5265.8,65500
"48554","0","1",1978-01-17,"0",37.7,-122.4,"1",0,"2","2","0",886.45,27000
"48555","0","1",1978-01-17,"0",38.5,-122.9,"1",0,"3","2","0",2796,21000
"48556","0","1",1980-01-13,"0",38.5,-122.9,"1",0,"3","2","0",975.65,45000
"48557","0","1",1979-01-10,"0",38.5,-122.8,"3",0,"1","2","0",50,22000
"48558","0","1",1979-12-24,"0",38.5,-122.8,"3",0,"1","2","0",146,24000
"48562","0","1",1986-02-12,"0",38.5,-123,"3",0,"1","2","0",1947.31,41900
"48563","0","1",1983-01-27,"0",38.5,-123,"3",0,"1","2","0",1157.07,26100
"48564","0","1",1986-02-18,"0",38.5,-123,"3",0,"1","2","0",10000,26100
"48566","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",10500,49000
"48567","0","1",1986-02-17,"0",38.5,-123,"2",0,"2","2","0",10000,45000
"48568","0","1",1982-01-04,"0",38.5,-123,"2",0,"2","2","0",250,3800
"48570","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","2","0",8747.5,33000
"48571","0","1",1978-01-17,"0",38.5,-123,"1",0,"2","3","0",2025,3500
"48572","0","1",1980-01-15,"0",38.5,-123,"2",0,"2","2","0",341,34200
"48573","0","1",1983-01-27,"0",38.5,-123,"3",0,"1","1","0",2340,28000
"48574","0","1",1978-01-16,"0",38.5,-123,"2",0,"2","3","0",845.2,5100
"48587","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","3","0",18900,46400
"48591","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",4530.4,21000
"48593","0","1",1986-02-13,"0",38.5,-123,"2",0,"2","3","0",10000,35000
"48596","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","3","0",18400,66500
"48598","0","1",1986-02-13,"0",38.5,-123,"2",0,"2","3","0",10000,35000
"48600","0","1",1986-02-13,"0",38.5,-123,"2",0,"2","3","0",14000,26000
"48601","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",6000,18000
"48602","0","1",1978-01-17,"0",38.5,-123,"2",0,"2","3","0",2331,9000
"48603","0","1",1986-02-13,"0",38.5,-123,"2",0,"2","3","0",10000,35000
"48607","0","1",1986-02-17,"0",38.5,-123,"1",0,"3","2","0",6300,12300
"48610","0","1",1978-01-17,"0",38.5,-123,"1",0,"3","2","0",175,6500
"48611","0","1",1995-01-09,"0",38.5,-123,"1",61.8,"3","2","0",24132.82,104600
"48619","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","2","0",1535.7,40000
"48622","0","1",1978-01-17,"0",37.7,-122.4,"3",0,"1","1","0",2500,13500
"48623","0","1",1981-12-18,"0",37.7,-122.4,"3",0,"1","1","0",300.92,17200
"48625","0","1",1981-12-20,"0",38.5,-123,"1",0,"3","2","0",5944.75,10000
"48629","0","1",1978-01-17,"0",37.7,-122.4,"3",0,"1","1","0",2000,9700
"48632","0","1",1978-01-12,"0",37.7,-122.4,"2",0,"2","2","0",1000,9800
"48633","0","1",1981-12-18,"0",37.7,-122.4,"2",0,"2","2","0",1100,12900
"48635","0","1",1978-01-16,"0",38.5,-122.9,"2",0,"2","2","0",770,19500
"48636","0","1",1983-01-27,"0",38.5,-122.9,"2",0,"2","2","0",1951.01,23000
"48637","0","1",1978-01-16,"0",38.5,-122.9,"1",0,"3","2","0",1935,27000
"48638","0","1",1982-01-05,"0",38.5,-122.9,"1",0,"3","2","0",3451,31600
"48641","0","1",1978-01-16,"0",38.5,-123,"1",0,"3","2","0",4594.65,10000
"48642","0","1",1980-01-13,"0",38.5,-123,"1",0,"3","2","0",901,10000
"48644","0","1",1986-02-17,"0",38.5,-123,"1",0,"3","2","0",10000,10000
"48645","0","1",1978-01-17,"0",38.5,-123,"1",0,"1","2","0",4338,40000
"48647","0","1",1978-01-16,"0",38.5,-123,"1",0,"3","3","0",5000,20000
"48648","0","1",1978-01-16,"0",38.5,-123,"1",0,"3","3","0",5254.5,35000
"48652","0","1",1978-01-17,"0",38.5,-123,"1",0,"3","3","0",395,5200
"48654","0","1",1978-01-17,"0",38.5,-123,"1",0,"3","3","0",55,6200
"48655","0","1",1978-01-17,"0",38.5,-123,"1",0,"3","3","0",265,6200
"48656","0","1",1978-01-17,"0",38.5,-123,"1",0,"3","3","0",595,6200
"48659","0","1",1995-01-10,"0",38.5,-123,"1",0,"1","2","0",503.3,81000
"48669","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","3","0",13294.56,44000
"48672","0","1",1978-01-17,"0",37.7,-122.5,"1",0,"3","2","0",649,26000
"48673","0","1",1978-03-10,"0",38.5,-123,"1",0,"3","2","0",1677.85,10000
"48676","0","1",1986-02-15,"0",38.5,-123,"2",0,"2","2","0",26300,97800
"48677","0","1",1978-01-17,"0",38.2,-122.4,"1",0,"3","2","0",1715.78,45000
"48678","0","1",1980-01-13,"0",38.2,-122.4,"1",0,"3","2","0",1488.62,45000
"48680","0","1",1995-01-09,"0",38.5,-122.9,"3",0,"3","2","0",4499.85,54900
"48681","0","1",1978-01-16,"0",38.4,-122.7,"3",0,"1","1","0",3850,48500
"48682","0","1",1978-01-16,"0",38.5,-123,"1",0,"3","3","0",1544.25,5000
"48688","1","1",1978-01-17,"0",37.9,-122.3,"1",0,"3","1","0",882,29200
"48693","0","1",1983-01-27,"0",38.5,-123,"3",0,"1","1","0",50,83100
"48696","0","1",1986-02-14,"0",38.5,-123,"3",0,"1","1","0",2646.09,99500
"48697","0","1",1995-01-09,"0",38.5,-123,"1",0,"3","1","0",2000,187000
"48701","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","2","0",10500,118300
"48703","0","1",1995-01-09,"0",38.5,-123,"2",57.2,"2","2","0",467.5,63800
"48708","0","1",1995-01-11,"0",38.5,-123,"2",0,"2","2","1",4481.72,143100
"48711","0","1",1995-01-08,"0",38.5,-123,"1",0,"2","2","1",3117.7,119000
"48714","0","1",1995-01-09,"0",38.5,-123,"1",0,"3","2","1",12200,127700
"48717","0","1",1995-01-10,"0",38.5,-123,"3",0,"3","2","1",8529.5,83600
"48718","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","2","0",6210.8,105800
"48719","0","1",1997-01-01,"0",38.5,-123,"2",0,"2","2","0",635.12,126700
"48723","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","3","0",7974,90000
"48724","0","1",1995-01-08,"0",38.5,-123,"2",0,"2","2","0",3541.21,77400
"48725","0","1",1993-01-20,"0",38.3,-122.5,"2",0,"2","3","0",5695.81,26300
"48727","0","1",1996-02-03,"0",38.5,-123,"3",0,"3","2","1",940,50000
"48728","0","1",1998-02-06,"0",38.5,-123,"3",0,"3","2","1",3691.46,50000
"48751","0","1",1995-01-10,"1",38.5,-122.9,"3",0,"3","2","0",15001,105000
"48754","0","1",1995-01-11,"0",38.5,-123,"2",0,"2","2","1",11734.46,167300
"48775","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","2","0",11900,11900
"48777","0","1",1997-01-01,"1",38.5,-123,"2",0,"2","2","1",450.12,106000
"48778","0","1",1997-01-24,"1",38.5,-123,"2",0,"2","2","1",99.1,106000
"48779","0","1",1995-01-10,"0",38.5,-123,"3",0,"3","3","0",20000,340000
"48781","0","1",1997-01-02,"0",38.5,-123,"3",0,"3","3","0",9137.93,340000
"48783","0","1",1998-02-07,"0",38.5,-123,"3",0,"3","3","0",341.96,340000
"48784","0","1",2005-12-31,"0",38.5,-123,"3",0,"3","3","0",7254,534100
"48785","0","1",1995-01-10,"0",38.5,-123,"2",0,"2","3","0",2000,12000
"48789","0","1",1995-01-07,"0",38.5,-123,"2",0,"2","3","0",75000,75000
"48790","0","1",1995-01-08,"1",38.5,-122.9,"3",0,"3","2","1",7800,152000
"48792","0","1",1997-01-01,"1",38.5,-122.9,"3",0,"3","2","1",539.25,105000
"48797","0","1",2005-12-31,"1",38.5,-123,"3",0,"3","2","1",12171.25,107000
"48799","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","2","0",5921.29,124200
"48804","0","1",1995-01-09,"0",38.5,-123,"2",0,"2","3","0",6300,6800
"48807","0","1",1997-01-01,"0",38.5,-123,"3",49.5,"3","3","0",8101,19100
"48808","0","1",1997-01-01,"0",38.4,-122.8,"3",0,"3","3","0",1373.53,53800
"48809","0","1",2019-02-27,"1",38.5,-123,"3",64.3,"3","2","1",16146.44,340800
"48814","0","1",2019-02-27,"0",38.5,-123,"2",0,"2","2","0",4036.24,25200
"48821","0","1",1998-02-07,"0",38.5,-123,"2",0,"2","3","0",91,38000
"48822","0","1",1998-02-07,"0",38.5,-123,"2",0,"2","3","0",91,27500
"48823","0","1",1998-02-07,"0",38.5,-123,"2",0,"2","3","0",91,27500
"48825","0","1",1995-01-07,"0",38.5,-123,"3",0,"3","2","0",7200,87800
"48828","0","1",1983-01-27,"0",38.5,-123,"1",0,"3","2","0",1224.5,45000
"48829","0","1",1980-01-14,"0",38.5,-123,"3",0,"1","2","0",488,7200
"48832","0","1",1980-01-13,"0",38.5,-123,"2",0,"2","3","0",1394.25,7200
"48833","0","1",1980-01-13,"0",38.5,-123,"2",0,"2","3","0",14876.94,30000
"48834","0","1",1980-01-13,"0",38.5,-123,"2",0,"1","1","0",2447.8,7200
"48835","0","1",1980-01-13,"0",38.5,-123,"2",0,"1","1","0",2770,7200
"48836","0","1",1980-01-13,"0",38.5,-123,"2",0,"2","3","0",5457.5,6600
"48839","0","1",1981-12-20,"0",38.5,-123,"3",0,"3","3","0",242.34,4500
"48840","0","1",1986-02-14,"0",38.5,-123,"3",0,"1","2","0",5681,45000
"48842","0","1",1980-01-13,"0",38.5,-123,"2",0,"2","1","0",823.91,10000
"48845","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",2500,7000
"48847","0","1",1986-02-18,"0",38.5,-123,"2",0,"2","3","0",2900,12600
"48848","0","1",1991-03-04,"0",38.5,-123,"2",41.2,"2","2","0",6034.05,24600
"48849","0","1",1993-01-20,"0",38.5,-123,"2",41.2,"2","2","0",1303.75,26600
"48850","0","1",1995-01-10,"0",38.5,-123,"2",41.2,"2","2","0",10119.75,26600
"48852","0","1",1998-02-08,"0",38.5,-123,"2",41.2,"2","2","0",2577.5,28700
"48853","0","1",1981-12-20,"0",38.5,-123,"2",0,"2","2","0",5000,19600
"48856","0","1",1983-01-27,"0",38.5,-123,"3",0,"1","2","0",562.75,37100
"48857","0","1",1980-01-13,"0",38.5,-123,"2",0,"2","1","0",1840.33,10000
"48858","0","1",1981-12-20,"0",38.5,-123,"3",0,"3","3","0",5000,25000
"48859","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","3","0",12072.04,48800
"48861","0","1",1981-12-20,"0",38.5,-123,"3",0,"3","3","0",12500,42500
"48862","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","3","0",19100.33,81300
"48863","0","1",1983-03-01,"0",38.5,-123,"3",0,"3","3","0",1336,81300
"48864","0","1",1981-12-20,"0",38.5,-123,"3",0,"3","3","0",1015.2,5500
"48865","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","3","0",1161.64,5300
"48866","0","1",1981-12-19,"0",38.5,-123,"3",0,"3","3","0",539.87,4500
"48867","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","3","0",465.59,5300
"48868","0","1",1981-12-20,"0",38.5,-123,"3",0,"3","3","0",809.45,4500
"48869","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","3","0",668.35,5300
"48870","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","3","0",671.01,5300
"48871","0","1",1983-01-27,"0",38.7,-122.9,"2",0,"1","1","0",1320.5,72400
"48872","0","1",1981-12-19,"0",38.5,-123,"3",0,"3","3","0",364.47,4500
"48873","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","3","0",1698.45,5300
"48877","0","1",1981-12-19,"0",38.5,-123,"3",0,"3","3","0",1006.8,4500
"48878","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","3","0",498.25,5300
"48887","0","1",1981-12-19,"0",38.5,-123,"3",0,"3","2","0",992,45000
"48889","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","2","0",677,45000
"48891","0","1",1986-02-18,"0",38.5,-123,"3",0,"3","1","0",7800,7800
"48892","0","1",1986-02-18,"0",38.5,-123,"3",0,"2","3","0",23200,36500
"48904","0","1",1986-02-14,"0",38.5,-123,"3",0,"3","2","0",1274,109500
"48910","0","1",1986-02-18,"0",38.5,-123,"3",0,"1","2","0",2039.25,63500
"48913","0","1",1981-12-20,"0",38.5,-123,"3",0,"3","2","0",1765.2,40300
"48914","0","1",1983-01-27,"0",38.5,-123,"3",0,"3","2","0",3415.19,43800
"48917","0","1",1986-02-15,"0",38.5,-123,"3",0,"3","2","0",11600,51900
"48919","0","1",1986-02-18,"0",38.5,-122.9,"2",0,"2","2","0",6823,49000
"48920","0","1",1981-12-20,"0",38.5,-123,"3",0,"1","2","0",10000,45000
"48921","0","1",1982-01-04,"0",38.5,-123,"3",0,"1","2","0",1967.87,45000
"48922","0","1",1983-01-27,"0",38.5,-123,"3",0,"1","2","0",13337.37,79000
"48923","0","1",1983-03-01,"0",38.5,-123,"3",0,"1","2","0",1229.25,79000
"48924","0","1",1983-12-25,"0",38.5,-123,"3",0,"1","2","0",8138.71,100000
"48925","0","1",1986-02-13,"0",38.5,-123,"3",0,"1","2","0",24975.77,108500
"48929","0","1",1981-12-20,"0",38.5,-123,"2",0,"1","3","0",607,8000
